Venue,Mgr,Sport,LOC,KOP Description,FK,FK2,W,H,D,A sqm,Product Description,Product Finishing/Construction,Unit,Qty,Cost By,Type,KOP Code Tx,Quantity Transferred,Artwork Requested,Artworked,Comments
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 055,Media Backdrop Script Wave,13-Sep,,5500,2200,,,Freestanding backdrop,Stretched fabric (sewn with rubber welt) over alloy frame (free standing),Item,1,LOK,,,0,,,
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 056,Poster Emblem White,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,10,LOK,,,0,,,"Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2"
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 057,Poster Tagline Wave,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,10,LOK,,,0,,,"Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2"
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 058,Poster Pictogram White,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,10,LOK,,,0,,,"Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2"
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 059,Poster Silhouette Wave,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,10,LOK,,,0,,,"Silhouette: Cycling - Track
Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2Silhouette: Cycling - Track
Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2Silhouette: Cycling - Track
Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2Silhouette: Cycling - Track
Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2Silhouette: Cycling - Track
Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2Silhouette: Cycling - Track
Ath Change Room x2
Ath Lounge x2
WF Break x2
WF Check-in x2
VMC x2"
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 060,Mascot,4-Sep,,1607,1500,,,Mascot Standee,"(corflute/card) routercut, standee",Item,1,LOK,,,0,,,WF Check-in
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 061,Crowd Control Barrier Jacket Event Name Aqua,12-Sep,GND,TBC - 2150,TBC - 900,,,"Fabric mesh, polyester, double sided","sewn with partial hood, eyelets place on all edging",Item,57,LOK,,,0,,,CBR5-CBR7. Team Pits & Mixed Zone
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 062,Crowd Control Barrier Jacket Script Wave,12-Sep,GND,TBC - 2150,TBC - 900,,,"Fabric mesh, polyester, double sided","sewn with partial hood, eyelets place on all edging",Item,58,LOK,,,0,,,CBR5-CBR7. Team Pits & Mixed Zone
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 063,Technical Table Treatment Script Wave,29-Sep,,9000,750,750,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 064,Technical Table Treatment Script Wave,29-Sep,,5400,750,750,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,2,LOK,,,0,,,
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 065,Table Skirt Graphic Aqua,2-Dec,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,6,LOK,,,0,,,
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 066,Decal Script White Medium,14-Sep,,480,64,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,8,LOK,,,0,,,On glass panels 10m on either side of glass gate onto track
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 067,Decal Event Name White Medium,14-Sep,,1241,64,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,8,LOK,,,0,,,On glass panels 10m on either side of glass gate onto track
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 069,Ground Graphic - Start/Finish,28-Sep,,23000,3000,,,Self Adhesive Vinyl,,SQM,2,LOK,,,0,,,"Design: Script White. 
Start/Finish x1, Start x1Design: Script White. 
Start/Finish x1, Start x1Design: Script White. 
Start/Finish x1, Start x1Design: Script White. 
Start/Finish x1, Start x1Design: Script White. 
Start/Finish x1, Start x1"
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 070,Ground Graphic - Track Corners,28-Sep,,2400,3000,,,Self Adhesive Vinyl,,SQM,2,LOK,,,0,,,"Design: Emblem Blue/Wave. 
Opposite corners of trackDesign: Emblem Blue/Wave. 
Opposite corners of trackDesign: Emblem Blue/Wave. 
Opposite corners of trackDesign: Emblem Blue/Wave. 
Opposite corners of trackDesign: Emblem Blue/Wave. 
Opposite corners of track"
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 071,Ground Graphic - Track Corners,28-Sep,,2400,3000,,,Self Adhesive Vinyl,,SQM,2,LOK,,,0,,,Design: Tagline Stacked Blue/Wave. Opposite corners of track
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 072,Ground Graphic - Infield,28-Sep,,6000,8250,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"Design: Emblem, White. Infield of FOP"
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 073,Custom - Starters Platform,28-Sep,,7150,1170,,,"Fabric, polyester, single sided ",,SQM,1,LOK,,,0,,,"Design: Wave, Graphic, Gold Coast Emblem CGF Emblem 
3 sides 2050mm x 1170mm 
1 side 1000mm x 1170mmDesign: Wave, Graphic, Gold Coast Emblem CGF Emblem 
3 sides 2050mm x 1170mm 
1 side 1000mm x 1170mmDesign: Wave, Graphic, Gold Coast Emblem CGF Emblem 
3 sides 2050mm x 1170mm 
1 side 1000mm x 1170mmDesign: Wave, Graphic, Gold Coast Emblem CGF Emblem 
3 sides 2050mm x 1170mm 
1 side 1000mm x 1170mmDesign: Wave, Graphic, Gold Coast Emblem CGF Emblem 
3 sides 2050mm x 1170mm 
1 side 1000mm x 1170mm"
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 075,Poster Emblem White,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,4,LOK,,,0,,,"GF Lounge x2
TO Lounge x2GF Lounge x2
TO Lounge x2GF Lounge x2
TO Lounge x2GF Lounge x2
TO Lounge x2GF Lounge x2
TO Lounge x2"
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 076,Poster Tagline Wave,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,4,LOK,,,0,,,"GF Lounge x2
TO Lounge x2GF Lounge x2
TO Lounge x2GF Lounge x2
TO Lounge x2GF Lounge x2
TO Lounge x2GF Lounge x2
TO Lounge x2"
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 077,Poster Pictogram White,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,4,LOK,,,0,,,"GF Lounge x2
TO Lounge x2GF Lounge x2
TO Lounge x2GF Lounge x2
TO Lounge x2GF Lounge x2
TO Lounge x2GF Lounge x2
TO Lounge x2"
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 078,Poster Silhouette Wave,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,4,LOK,,,0,,,"Silhouette: Cycling - Track
GF Lounge x2
TO Lounge x2Silhouette: Cycling - Track
GF Lounge x2
TO Lounge x2Silhouette: Cycling - Track
GF Lounge x2
TO Lounge x2Silhouette: Cycling - Track
GF Lounge x2
TO Lounge x2Silhouette: Cycling - Track
GF Lounge x2
TO Lounge x2"
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 079,Table Skirt Graphic Aqua,3-Dec,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,1,LOK,,,0,,,TO Lounge x1
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 080,Pull-Up Banner Emblem Wave,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,1,LOK,,,0,,,GF Lounge
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 081,Pull-Up Banner Sponsor Wave,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,1,LOK,,,0,,,GF Lounge
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 082,Decal Script Frosted Medium,13-Sep,,480,64,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,TO Change Rooms
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 083,Decal Tagline Frosted Medium,13-Sep,,780,64,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,TO Change Rooms
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 086,Decal Tagline Stacked Frosted Extra Large,13-Sep,,317,233,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,1,LOK,,,0,,,"Mezzanine 
GF Lounge EntranceMezzanine 
GF Lounge EntranceMezzanine 
GF Lounge EntranceMezzanine 
GF Lounge Entrance"
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 087,Decal Emblem Frosted Medium,13-Sep,,200,275,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,1,LOK,,,0,,,"Mezzanine 
GF Lounge EntranceMezzanine 
GF Lounge EntranceMezzanine 
GF Lounge EntranceMezzanine 
GF Lounge Entrance"
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 088,Venue Entrance Side Panel,7-Sep,,1000,2050,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,Text: Athletes Entry. Place on window panel on LHS of door.
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 089,Pitch Perimeter,22-Sep,,282500,650,,,"Corflute, single sided",,SQM,1,LOK,,,0,,,"Design: Corral Panel with Sponsors.  2xScript Corral, 2xEvent Name Corral, 104xSponsor Corrals"
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 090,Athlete Moment,25-Sep,"W, IN",1200,800,,,"Corflute, single sided",,Item,1,LOK,,,0,,,Placed on Ink wall of Athlete tunnel prior to stairs onto FOP.
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 091,Venue Entrance Side Panel,9-Sep,,1150,1955,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,Graphic: Wave. RHS Panel
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 092,Microphone Cover Emblem Full Colour,13-Sep,,50,50,,,Microphone cube,Moulded/Routed polyprop cube,Item,1,LOK,,,0,,,FOP
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 093,Media Table Treatment Emblem Ink,23-Sep,,5400,750,750,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 095,Decal Emblem Full Colour Large,13-Sep,,400,550,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,2,LOK,,,0,,,Information help desk
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 096,Fence Scrim Script Pink,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,5,LOK,,,0,,,FSR1 
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 097,Fence Scrim Script Orange,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,2,LOK,,,0,,,FSR1 
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 099,Country Boards,,expand,297,210,,,"Corflute, single sided",,Item,60,SPEQ,SPEQ,,0,Y,,"LOKALL. 30 Country names & flags, 2 for each CGA"
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 100,Custom - Start Gate Insert,28-Sep,,590,840,,,"Corflute, single sided",,SQM,1,SPEQ,SPEQ,,0,,,Design: Emblem white & wave
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 101,Table Skirt Graphic Aqua,4-Dec,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,2,LOK,,,0,,,
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 102,Microphone Cover Emblem Full Colour,13-Sep,,50,50,,,Microphone cube,Moulded/Routed polyprop cube,Item,1,LOK,,,0,,,Scoped for centre of FOP for Sports Pres
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 103,Decal Emblem Full Colour Large,13-Sep,,400,550,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,2,LOK,,,0,,,Generic decal pack
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 104,Decal CGF Full Colour Large,13-Sep,,550,550,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,2,LOK,,,0,,,Generic decal pack
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 105,Decal Tagline Ink Large,13-Sep,,1560,128,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,2,LOK,,,0,,,Generic decal pack
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 106,Decal Event Name Ink Large,13-Sep,,2482,128,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,2,LOK,,,0,,,Generic decal pack
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 107,Wall Treatment - Athlete Waiting Area,1-Oct,,5500,1500,,,Freestanding backdrop,Stretched fabric (sewn with rubber welt) over alloy frame (free standing),SQM,2,LOK,,,0,,,"Design: TBC
Material: TBC
Athlete waiting areaDesign: TBC
Material: TBC
Athlete waiting areaDesign: TBC
Material: TBC
Athlete waiting area"
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 108,Fence Scrim Script Blue,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,9,LOK,,,0,,,FSR2 
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 109,Fence Scrim Script Pink,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,9,LOK,,,0,,,FSR2 
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 110,Fence Scrim Script Orange,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,4,LOK,,,0,,,FSR2 
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 116,Vomitory Header Text Wave,26-Oct,,2000,1500,,,"Corflute, single sided",,SQM,4,LOK,,,0,,,Vomitory headers on Spectator Grandstand facing track
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 117,RAP A4,13-Sep,,210,297,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,GF Lounge
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 118,Decal Emblem Full Colour Large,13-Sep,,400,550,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,1,LOK,,,0,,,GF Lounge Reception Desk Decal
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 120,Wall Treatment - RAP,25-Sep,,4000,1500,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,RAP Wall Treatment
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 121,Fence Scrim Script Green,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,8,LOK,,,0,,,FSR2 
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 122,Fence Scrim Script Green,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,3,LOK,,,0,,,FSR1 
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 123,Fence Scrim Aqua,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,7,LOK,,,0,,,FSR1 
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 124,Fence Scrim Aqua,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,15,LOK,,,0,,,FSR2 
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 125,Decal CGF Frosted Medium,13-Sep,,275,275,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,1,LOK,,,0,,,Accredited Entry Doors
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 126,Decal Tagline Stacked Frosted Extra Large,13-Sep,,317,233,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,8,LOK,,,0,,,Spectator Entrance Doors
QSV - Queensland State Velodrome,Charlotte Williams,CTR - Cycling Track,QSV 127,Decal Emblem Frosted Medium,13-Sep,,200,275,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,8,LOK,,,0,,,Spectator Entrance Doors
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 001,Fence Scrim Script Blue,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,8,LOK,,,0,,,FSR1 534.86m
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 002,Tent Header PSA Aqua Large,13-Sep,,10000,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,11,LOK,,,0,,,PSA: THR1-THR2. 7x 10m along the east side; 4x 10m along the south side
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 003,Crowd Control Barrier Jacket Script Wave,12-Sep,GND,TBC - 2150,TBC - 900,,,"Fabric mesh, polyester, double sided","sewn with partial hood, eyelets place on all edging",Item,25,LOK,,,0,,,CBR1 & CBR2
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 004,Crowd Control Barrier Jacket Event Name Aqua,12-Sep,GND,TBC - 2150,TBC - 900,,,"Fabric mesh, polyester, double sided","sewn with partial hood, eyelets place on all edging",Item,25,LOK,,,0,,,CBR1 & CBR2
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 005,Banner Venue Script Wave,13-Sep,,600,2600,,,"PVC skin, double sided","Double sided with pocket top & bottom, sides cut only",Item,11,LOK,,,0,,,"BVR1, BRV4-BVR6. Double bracketing arms supplied by ROB"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 006,Banner Venue Sponsor Aqua,13-Sep,,600,2600,,,"PVC skin, double sided","Double sided with pocket top & bottom, sides cut only",Item,3,LOK,,,0,,,"BVR1, BRV4-BVR6. SPN1.Double bracketing arms supplied by ROB"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 007,Banner Venue Tagline Wave,13-Sep,,600,2600,,,"PVC skin, double sided","Double sided with pocket top & bottom, sides cut only",Item,5,LOK,,,0,,,"BVR1, BRV4-BVR6. Double bracketing arms supplied by ROB"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 008,Banner Venue Sponsor Blue,13-Sep,,600,2600,,,"PVC skin, double sided","Double sided with pocket top & bottom, sides cut only",Item,3,LOK,,,0,,,"BVR1, BRV4-BVR6. SPN2. Double bracketing arms supplied by ROB"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 009,Banner Venue Sponsor Aqua,13-Sep,,600,2600,,,"PVC skin, double sided","Double sided with pocket top & bottom, sides cut only",Item,3,LOK,,,0,,,"BVR1, BRV4-BVR6. SPN3. Double bracketing arms supplied by ROB"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 010,Banner Venue Welcome Wave,13-Sep,,600,2600,,,"PVC skin, double sided","Double sided with pocket top & bottom, sides cut only",Item,4,LOK,,,0,,,"BVR1, BRV4-BVR6. Double bracketing arms supplied by ROB"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 011,Banner Venue Sponsor Blue,13-Sep,,600,2600,,,"PVC skin, double sided","Double sided with pocket top & bottom, sides cut only",Item,3,LOK,,,0,,,"BVR1, BRV4-BVR6. SPN4. Double bracketing arms supplied by ROB"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 012,Mascot,4-Sep,,1607,1500,,,Mascot Standee,"(corflute/card) routercut, standee",Item,1,LOK,,,0,,,WF Check In
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 013,Table Skirt Graphic Aqua,7-Dec,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,4,LOK,,,0,,,"Bond University - Sport Information x2, Medical Training tables x2"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 014,Pull-Up Banner Emblem Wave,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,1,LOK,,,0,,,Bond University - Sport Information
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 015,Pull-Up Banner Sponsor Wave,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,1,LOK,,,0,,,Bond University - Sport Information
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 016,Poster Emblem White,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,7,LOK,,,0,,,Athlete Welfare x5 & Athlete Lounge x2
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 017,Poster Pictogram White,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,7,LOK,,,0,,,Athlete Welfare x5 & Athlete Lounge x2
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 018,Poster Tagline Wave,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,7,LOK,,,0,,,Athlete Welfare x5 & Athlete Lounge x2
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 019,Poster Silhouette Wave,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,7,LOK,,,0,,,Silhouette: Rugby 7's. Athlete Welfare x5 & Athlete Lounge x2
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 020,Table Skirt Graphic Aqua,4-Sep,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,3,LOK,,,0,,,VAHO
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 021,Tent Header Food & Drink Aqua Small,13-Sep,,5000,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,4,LOK,,,0,,,Ground Floor - 4xTents + 1x User pay for media. Check on the media one.
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 022,Tent Header - Family Rest Area,13-Sep,,3000,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,Text: Family Rest Area. Design: Aqua. Existing no TS required
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 023,Tent Header - Information,13-Sep,,3000,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,Text: Information. Design: Aqua. Existing
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 024,Tent Header - Ticket Box Office,13-Sep,,6000,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,Existing (after VOP confirm if side or front Ticket Box being used - drawing and site visit differ)
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 025,Tent Header - Official Shop,13-Sep,,6000,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,2,LOK,,,0,,,Text: Official Shop.  2 x Tent (6mx3m)
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 026,Tent Header Official Shop Aqua Large,13-Sep,,10000,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,4,LOK,,,0,,,Text: Official Shop. Design: Official Shop Aqua.  Existing.  Dimensions TBC
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 027,Tent Header - First Aid,13-Sep,,3000,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,"Text: First Aid
Design: Aqua"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 028,Decal Script Frosted Medium,13-Sep,,480,64,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,8,LOK,,,0,,,Athlete & TO change room mirrors
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 029,Decal Tagline Frosted Medium,13-Sep,,780,64,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,8,LOK,,,0,,,Athlete & TO change room mirrors
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 030,Decal Tagline Stacked White Extra Large,13-Sep,,317,233,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,5,LOK,,,0,,,"GF Entry, Lifts"
